"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","X_COORDINATE","Y_COORDINATE","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
17725676,"2016-05-03 21:56:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","2200 120TH ST, LOS ANGELES, CA 90059","2200 120TH ST","LOS ANGELES","90059",6491210.4567627497,1794480.7180328565,"016-06792-2136","2136","06792","CA01900V3","CENTURY","N"
17722488,"2016-04-30 12:30:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","2600 CALIFORNIA ST, HUNTINGTON PARK, CA","2600 CALIFORNIA ST","HUNTINGTON PARK",,6494056.2993403701,1812416.3649722415,"016-06632-2178","2178","06632","CA01900V3","CENTURY","N"
17720395,"2016-04-28 16:17:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","4200 E COMPTON BLVD, COMPTON, CA","4200 E COMPTON BLVD","COMPTON",,6502036.3188514896,1784710.3867870769,"016-05102-2851","2851","05102","CA0190042","COMPTON","N"
17715753,"2016-04-23 21:28:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","87TH PL & MARY AVE, LOS ANGELES, CA 90002","87TH PL & MARY AVE","LOS ANGELES","90002",6485923.0342267528,1807271.2567835846,"016-06224-2174","2174","06224","CA01900V3","CENTURY","N"
17713697,"2016-04-21 18:20:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","89TH ST & BUDLONG AVE, LOS ANGELES, CA 90044","89TH ST & BUDLONG AVE","LOS ANGELES","90044",6471939.5979335466,1806826.2836089537,"016-03565-0370","0370","03565","CA0190003","SOUTH LOS ANGELES","N"
17711048,"2016-04-20 02:03:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1700 W 125TH ST, LOS ANGELES, CA","1700 W 125TH ST","LOS ANGELES",,6468088.9137845598,1793122.9164388129,"016-03507-0377","0377","03507","CA0190003","SOUTH LOS ANGELES","N"
17710742,"2016-04-20 01:22:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1900 E FIRESTONE BLVD, LOS ANGELES, CA 90001","1900 E FIRESTONE BLVD","LOS ANGELES","90001",6489387.2751676003,1807890.9541878579,"016-06007-2175","2175","06007","CA01900V3","CENTURY","N"
17710193,"2016-04-19 21:01:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","13100 VALLEY BLVD, BASSETT, CA","13100 VALLEY BLVD","BASSETT",,6562000.3875795929,1840928.488063036,"016-04885-1462","1462","04885","CA0190014","INDUSTRY","N"
17708929,"2016-04-19 12:07:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","233RD ST E & N HIGHWAY 18, LLANO, CA","233RD ST E & N HIGHWAY 18","LLANO",,6648146.5048789969,2003911.3828615076,"016-05564-2670","2670","05564","CA01900W9","PALMDALE","N"
17704514,"2016-04-15 02:14:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","3400 N PACIFIC PL, LONG BEACH, CA 90806","3400 N PACIFIC PL","LONG BEACH","90806",6498735.3546051411,1763535.6090490471,"016-01878-6009","6009","01878","CA0190031","TRANSIT SERV BUR","N"
17701649,"2016-04-13 00:22:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","228TH ST & DOLORES ST, CARSON, CA","228TH ST & DOLORES ST","CARSON",,6478941.9930608096,1756581.6262107489,"016-03951-1624","1624","03951","CA0190016","CARSON","N"
17700359,"2016-04-11 16:54:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","4600 E AVENUE G, LANCASTER, CA","4600 E AVENUE G","LANCASTER",,6547451.9381650956,2089493.6978322093,"016-05967-1189","1189","05967","CA0190024","LANCASTER","N"
17698108,"2016-04-08 21:50:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1500 E ROSECRANS AVE, COMPTON, CA","1500 E ROSECRANS AVE","COMPTON",,6498850.1083200574,1787295.5429560954,"016-04223-2826","2826","04223","CA0190042","COMPTON","N"
17696589,"2016-04-07 12:25:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","13500 LANNING DR, WHITTIER, CA 90605","13500 LANNING DR","WHITTIER","90605",6549734.056829,1805594.720683,"016-04729-0491","0491","04729","CA0190004","NORWALK","N"
17722927,"2016-05-01 02:20:00","CRIMINAL HOMICIDE","012","CRIMINAL HOMICIDE: MANSLAUGHTER, VOLUNTARY/INVOLUNTARY","19300 PACIFIC COAST HWY, MALIBU, CA 90265","19300 PACIFIC COAST HWY","MALIBU","90265",6380927.4812065074,1837234.3890483754,"016-02298-1018","1018","02298","CA0190022","MALIBU/LOST HILLS","N"
17706981,"2016-04-16 12:15:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8200 PIONEER BLVD, WHITTIER, CA 90606","8200 PIONEER BLVD","WHITTIER","90606",6537065.7359804809,1811474.2997988339,"016-02887-1578","1578","02887","CA0190015","PICO RIVERA","N"
17701253,"2016-04-12 14:20:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","ATLANTIC AVE & MARTIN LUTHER KING JR BLVD, LYNWOOD, CA","ATLANTIC AVE & MARTIN LUTHER KING JR BLVD","LYNWOOD",,6504784.4262233535,1793751.6171690014,"016-05592-2115","2115","05592","CA01900V3","CENTURY","N"
17698244,"2016-04-09 01:45:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","9000 ARTESIA BLVD, BELLFLOWER, CA 90706","9000 ARTESIA BLVD","BELLFLOWER","90706",6519105.4419428268,1776818.8661535464,"016-07699-1335","1335","07699","CA0190013","LAKEWOOD","N"
17721903,"2016-04-29 18:20:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","43600 PARK AVE, LANCASTER, CA","43600 PARK AVE","LANCASTER",,6519901.6800933313,2068476.2122443849,"016-07083-1123","1123","07083","CA0190024","LANCASTER","N"
17722005,"2016-04-29 13:45:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","IMPERIAL HWY & VERMONT AVE, LOS ANGELES, CA 90044","IMPERIAL HWY & VERMONT AVE","LOS ANGELES","90044",6473102.4291452169,1797371.7892619839,"016-03863-0378","0378","03863","CA0190003","SOUTH LOS ANGELES","N"
17720839,"2016-04-29 05:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2100 SAN GABRIEL BLVD, ROSEMEAD, CA 91770","2100 SAN GABRIEL BLVD","ROSEMEAD","91770",6534373.2316423114,1841842.0765642945,"016-04910-0533","0533","04910","CA0190005","TEMPLE","N"
17717312,"2016-04-25 11:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","20TH ST W & AVENUE K-8, LANCASTER, CA","20TH ST W & AVENUE K-8","LANCASTER",,6511833.4282432189,2065410.3525049051,"016-06811-1126","1126","06811","CA0190024","LANCASTER","N"
17720533,"2016-04-25 01:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","605 FREEWAY & PECK RD, INDUSTRY, CA","605 FREEWAY & PECK RD","INDUSTRY",,6550274,1832273.75,"016-05313-1410","1410","05313","CA0190014","INDUSTRY","N"
17716377,"2016-04-24 21:00:12","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","39000 FOXHOLM DR, PALMDALE, CA 93551","39000 FOXHOLM DR","PALMDALE","93551",6514813.167086103,2037980.0524730994,"016-05847-2612","2612","05847","CA01900W9","PALMDALE","N"
17715382,"2016-04-22 00:20:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","43100 SIERRA HWY, LANCASTER, CA","43100 SIERRA HWY","LANCASTER",,6521850.3047813177,2065207.1855250089,"016-06693-1124","1124","06693","CA0190024","LANCASTER","N"
17712544,"2016-04-19 22:45:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","3600 E COLORADO BLVD, PASADENA, CA 91107","3600 E COLORADO BLVD","PASADENA","91107",6538783.5979149817,1875696.4744423591,"016-04567-0590","0590","04567","CA0190005","TEMPLE","N"
17715555,"2016-04-16 06:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","22600 THE OLD ROAD, SANTA CLARITA, CA","22600 THE OLD ROAD","SANTA CLARITA",,6403979.975449,1947123.971883,"016-05177-0661","0661","05177","CA0190006","SANTA CLARITA VALLEY","N"
17706323,"2016-04-16 02:10:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","400 HAMBLEDON AVE, EAST VALINDA, CA","400 HAMBLEDON AVE","EAST VALINDA",,6586914.7576905163,1826990.6841740683,"016-04735-1442","1442","04735","CA0190014","INDUSTRY","N"
17705398,"2016-04-15 17:39:13","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8900 RANGELY AVE, WEST HOLLYWOOD, CA","8900 RANGELY AVE","WEST HOLLYWOOD",,6444662.6647078739,1851652.9881368026,"016-02170-0972","0972","02170","CA0190009","WEST HOLLYWOOD","N"
17700488,"2016-04-11 00:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","37600 SANDRA LN, PALMDALE, CA 93550","37600 SANDRA LN","PALMDALE","93550",6523346.1216209838,2028759.532593532,"016-05135-2611","2611","05135","CA01900W9","PALMDALE","N"
17702875,"2016-04-10 03:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","20800 CHENEY DR, TOPANGA, CA 90290","20800 CHENEY DR","TOPANGA","90290",6383814.3124321047,1864586.5500665193,"016-01967-1033","1033","01967","CA0190022","MALIBU/LOST HILLS","N"
17698202,"2016-04-08 20:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1100 7TH AVE, HACIENDA HEIGHTS, CA 91745","1100 7TH AVE","HACIENDA HEIGHTS","91745",6565319.9875218216,1828934.7356640738,"016-04376-1477","1477","04376","CA0190014","INDUSTRY","N"
17697660,"2016-04-06 09:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","14900 RICHVALE DR, LA MIRADA, CA 90638","14900 RICHVALE DR","LA MIRADA","90638",6557573.3712415947,1794312.2174643846,"016-04783-0460","0460","04783","CA0190004","NORWALK","N"
17701650,"2016-04-06 09:15:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","17300 S MAIN ST, CARSON, CA","17300 S MAIN ST","CARSON",,6477848.7359774029,1776409.5356604471,"016-03952-1610","1610","03952","CA0190016","CARSON","N"
17723020,"2016-05-01 07:57:30","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","12600 HIDDENCREEK WAY, CERRITOS, CA 90703","12600 HIDDENCREEK WAY","CERRITOS","90703",6542371.7889381042,1780291.3777146507,"016-01894-2319","2319","01894","CA01900R7","CERRITOS","N"
17695923,"2016-04-06 22:24:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","4700 CESAR CHAVEZ AVE, LOS ANGELES, CA 90022","4700 CESAR CHAVEZ AVE","LOS ANGELES","90022",6512430.483541,1837222.674966,"016-05016-0281","0281","05016","CA0190002","EAST LOS ANGELES","N"
17716429,"2016-04-24 22:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","400 MC DONNELL AVE, LOS ANGELES, CA 90022","400 MC DONNELL AVE","LOS ANGELES","90022",6511145.4554998707,1833396.4143069494,"916-05930-0283","0283","05930","CA0190002","EAST LOS ANGELES","N"
17705482,"2016-04-15 18:05:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","1700 GAGE AVE, LOS ANGELES, CA 90001","1700 GAGE AVE","LOS ANGELES","90001",6488340.4007351035,1815860.7928891859,"016-05785-2171","2171","05785","CA01900V3","CENTURY","N"
17704586,"2016-04-15 03:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","HIGHWAY 39 M.M 23.00, SAN GABRIEL MTNS, CA","HIGHWAY 39 M.M 23.00","SAN GABRIEL MTNS",,,,"916-01922-0880","0880","01922","CA0190008","SAN DIMAS","N"
17700222,"2016-04-11 14:20:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","HEATHDALE AVE & RENWICK RD, AZUSA, CA","HEATHDALE AVE & RENWICK RD","AZUSA",,6591744.6767426878,1862807.7115490958,"016-01838-0868","0868","01838","CA0190008","SAN DIMAS","N"
17698210,"2016-04-09 01:15:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","LONG BEACH BLVD & MARTIN LUTHER KING JR BLVD, LYNWOOD, CA 90262","LONG BEACH BLVD & MARTIN LUTHER KING JR BLVD","LYNWOOD","90262",6496915.4699596083,1799468.169873317,"016-05391-2111","2111","05391","CA01900V3","CENTURY","N"
17724461,"2016-05-02 20:31:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","88TH ST & COMPTON AVE, LOS ANGELES, CA","88TH ST & COMPTON AVE","LOS ANGELES",,6486663.3307068236,1806923.6976090402,"916-06730-2174","2174","06730","CA01900V3","CENTURY","N"
17722166,"2016-04-30 02:55:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","39 HWY & MILE MARKER 21, SAN GABRIEL MTNS, CA","39 HWY & MILE MARKER 21","SAN GABRIEL MTNS",,,,"916-02186-0880","0880","02186","CA0190008","SAN DIMAS","N"
17722047,"2016-04-29 23:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","100 RACQUET CLUB DR, COMPTON, CA","100 RACQUET CLUB DR","COMPTON",,6493999.2636673348,1783727.9658636276,"916-05173-2840","2840","05173","CA0190042","COMPTON","N"
17719732,"2016-04-28 05:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","CENTRAL AVE & FLORENCE AVE, LOS ANGELES, CA 90001","CENTRAL AVE & FLORENCE AVE","LOS ANGELES","90001",6483929.3609190984,1813302.1026162936,"916-06515-2170","2170","06515","CA01900V3","CENTURY","N"
17718555,"2016-04-26 23:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","39 HWY & MILE MARKER 21.70, SAN GABRIEL MTNS, CA","39 HWY & MILE MARKER 21.70","SAN GABRIEL MTNS",,,,"916-02132-0880","0880","02132","CA0190008","SAN DIMAS","N"
17718094,"2016-04-25 23:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","EDNA PL & HEATHDALE AVE, COVINA, CA","EDNA PL & HEATHDALE AVE","COVINA",,6591639.0086317966,1856067.8298520006,"916-02122-0864","0864","02122","CA0190008","SAN DIMAS","N"
17714957,"2016-04-23 00:45:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","2600 DEL MAR AVE, ROSEMEAD, CA 91770","2600 DEL MAR AVE","ROSEMEAD","91770",6531564.3849106357,1844045.4709424283,"916-04671-0532","0532","04671","CA0190005","TEMPLE","N"
17712947,"2016-04-21 05:21:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","1200 DICKSON AVE, LOS ANGELES, CA 90063","1200 DICKSON AVE","LOS ANGELES","90063",6503960.376211036,1841263.7031267625,"916-05776-0272","0272","05776","CA0190002","EAST LOS ANGELES","N"
17713445,"2016-04-20 23:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","COMPTON AVE & FLORENCE AVE, LOS ANGELES, CA","COMPTON AVE & FLORENCE AVE","LOS ANGELES",,6486577.4242626764,1813288.9166958013,"916-06101-2172","2172","06101","CA01900V3","CENTURY","N"
17709566,"2016-04-19 16:47:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","8700 JUNIPER ST, LOS ANGELES, CA 90001","8700 JUNIPER ST","LOS ANGELES","90001",6491004.9282624098,1806993.7703249946,"016-05991-2177","2177","05991","CA01900V3","CENTURY","N"
17709343,"2016-04-19 15:10:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","100 E MYRRH ST, COMPTON, CA 90220","100 E MYRRH ST","COMPTON","90220",6493788.1847911663,1783247.0200922915,"916-04674-2840","2840","04674","CA0190042","COMPTON","N"
17707218,"2016-04-18 00:25:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","LONG BEACH BLVD & SANBORN AVE, LYNWOOD, CA 90262","LONG BEACH BLVD & SANBORN AVE","LYNWOOD","90262",6497708.9921135204,1796435.3737320839,"916-05894-2112","2112","05894","CA01900V3","CENTURY","N"
17701710,"2016-04-13 02:44:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","BULLIS RD & CARLIN AVE, LYNWOOD, CA 90262","BULLIS RD & CARLIN AVE","LYNWOOD","90262",6499362.1209497647,1791146.3306040447,"016-05625-2117","2117","05625","CA01900V3","CENTURY","N"
17701696,"2016-04-13 01:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","11600 ESTHER ST, LYNWOOD, CA 90262","11600 ESTHER ST","LYNWOOD","90262",6495086.2012196453,1795105.7353676546,"916-05621-2116","2116","05621","CA01900V3","CENTURY","N"
17700040,"2016-04-11 12:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","5300 WHITTIER BLVD, LOS ANGELES, CA 90022","5300 WHITTIER BLVD","LOS ANGELES","90022",6514897.9481879612,1829699.6642746076,"916-05252-0286","0286","05252","CA0190002","EAST LOS ANGELES","N"
17699627,"2016-04-11 00:10:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","GLENDORA MOUNTAIN RD & MILE MARKER 10.49, SAN GABRIEL MTNS, CA","GLENDORA MOUNTAIN RD & MILE MARKER 10.49","SAN GABRIEL MTNS",,,,"916-01832-0880","0880","01832","CA0190008","SAN DIMAS","N"
17699426,"2016-04-10 18:15:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","BELLFLOWER BLVD & RAMONA ST, BELLFLOWER, CA 90706","BELLFLOWER BLVD & RAMONA ST","BELLFLOWER","90706",6523671.4412521385,1776187.2997273603,"916-07807-1336","1336","07807","CA0190013","LAKEWOOD","N"
17698256,"2016-04-09 04:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","CYNTHIA ST & LARRABEE ST, WEST HOLLYWOOD, CA 90069","CYNTHIA ST & LARRABEE ST","WEST HOLLYWOOD","90069",6445261.6060402729,1854331.6262738553,"916-02023-0977","0977","02023","CA0190009","WEST HOLLYWOOD","N"
17697797,"2016-04-08 00:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","KEITH AVE & ROBERTSON BLVD, WEST HOLLYWOOD, CA 90069","KEITH AVE & ROBERTSON BLVD","WEST HOLLYWOOD","90069",6444785.3292149687,1853468.4132594822,"016-02012-0977","0977","02012","CA0190009","WEST HOLLYWOOD","N"
17720623,"2016-04-28 21:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","16100 BELLFLOWER BLVD, BELLFLOWER, CA 90706","16100 BELLFLOWER BLVD","BELLFLOWER","90706",6523405.2941752188,1781585.2933077326,"916-09200-1332","1332","09200","CA0190013","LAKEWOOD","N"
17713744,"2016-04-21 20:10:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","8800 WHITTIER BLVD, PICO RIVERA, CA 90660","8800 WHITTIER BLVD","PICO RIVERA","90660",6535444.8163156845,1822718.5210332449,"916-03036-1513","1513","03036","CA0190015","PICO RIVERA","N"
17706989,"2016-04-17 17:01:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1600 E GAGE AVE, LOS ANGELES, CA 90001","1600 E GAGE AVE","LOS ANGELES","90001",6469008.0909658521,1816052.3636081878,"916-05875-2171","2171","05875","CA01900V3","CENTURY","N"
17705922,"2016-04-16 08:53:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11800 ARTESIA BLVD, ARTESIA, CA","11800 ARTESIA BLVD","ARTESIA",,6537034.6966475612,1776206.2840232295,"916-08253-1348","1348","08253","CA0190013","LAKEWOOD","N"
17702463,"2016-04-13 15:50:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3500 CESAR CHAVEZ AVE, LOS ANGELES, CA 90022","3500 CESAR CHAVEZ AVE","LOS ANGELES","90022",6504640.77266,1837200.520414,"916-05380-0275","0275","05380","CA0190002","EAST LOS ANGELES","N"
17698477,"2016-04-09 11:10:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2200 LINCOLN AVE, ALTADENA, CA 91001","2200 LINCOLN AVE","ALTADENA","91001",6513389.7701753397,1889297.5096571732,"916-00845-0772","0772","00845","CA0190007","ALTADENA","N"
17698491,"2016-04-09 10:39:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2600 SAN GABRIEL BLVD, ROSEMEAD, CA 91770","2600 SAN GABRIEL BLVD","ROSEMEAD","91770",6534460.5647519715,1844064.5759242354,"016-04076-0533","0533","04076","CA0190005","TEMPLE","N"
17698204,"2016-04-09 01:30:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11200 VERMONT AVE, LOS ANGELES, CA 90044","11200 VERMONT AVE","LOS ANGELES","90044",6473038.9498596294,1797453.0449224976,"916-03120-0378","0378","03120","CA0190003","SOUTH LOS ANGELES","N"
17697046,"2016-04-07 20:30:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","4400 UNION PACIFIC AVE, LOS ANGELES, CA","4400 UNION PACIFIC AVE","LOS ANGELES",,6508311.0255011404,1828407.484046831,"916-05063-0279","0279","05063","CA0190002","EAST LOS ANGELES","N"
17722615,"2016-04-30 15:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","22500 14TH ST, NEWHALL, CA 91321","22500 14TH ST","NEWHALL","91321",6400883.8459590729,1963102.1923994913,"016-05514-0625","0625","05514","CA0190006","SANTA CLARITA VALLEY","N"
17722052,"2016-04-29 23:12:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2000 W AVENUE J, LANCASTER, CA","2000 W AVENUE J","LANCASTER",,6511708.9252118394,2072847.2367647798,"016-07097-1127","1127","07097","CA0190024","LANCASTER","N"
17721924,"2016-04-29 19:30:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1300 111TH ST, LOS ANGELES, CA","1300 111TH ST","LOS ANGELES",,6471106.9899194827,1798692.0243128617,"916-03859-0375","0375","03859","CA0190003","SOUTH LOS ANGELES","N"
17718345,"2016-04-26 18:52:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","5900 DEL AMO BLVD, LAKEWOOD, CA 90712","5900 DEL AMO BLVD","LAKEWOOD","90712",6526434.2007791689,1766632.3582284041,"916-09033-1324","1324","09033","CA0190013","LAKEWOOD","N"
17716959,"2016-04-25 11:43:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1500 FLORENCE AVE, LOS ANGELES, CA","1500 FLORENCE AVE","LOS ANGELES",,6469846.7623938322,1813326.4722026139,"916-06324-2171","2171","06324","CA01900V3","CENTURY","N"
17716929,"2016-04-25 11:04:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","6300 ROSEMEAD BLVD, TEMPLE CITY, CA 91780","6300 ROSEMEAD BLVD","TEMPLE CITY","91780",6539440.6314588152,1863980.7499801347,"916-04754-0521","0521","04754","CA0190005","TEMPLE","N"
17714877,"2016-04-22 21:45:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","40100 10TH ST W, PALMDALE, CA","40100 10TH ST W","PALMDALE",,6517224.0492656725,2044980.8304124125,"916-05750-2619","2619","05750","CA01900W9","PALMDALE","N"
17714903,"2016-04-22 21:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1000 SAN GABRIEL BLVD, ROSEMEAD, CA 91770","1000 SAN GABRIEL BLVD","ROSEMEAD","91770",6536614.7043295903,1837025.3081531748,"916-04670-0535","0535","04670","CA0190005","TEMPLE","N"
17709488,"2016-04-19 16:21:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","44600 VALLEY CENTRAL WAY, LANCASTER, CA 93536","44600 VALLEY CENTRAL WAY","LANCASTER","93536",6510083.1611684971,2074767.9800141656,"916-06391-1127","1127","06391","CA0190024","LANCASTER","N"
17708082,"2016-04-18 21:35:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1700 W AVENUE K, LANCASTER, CA","1700 W AVENUE K","LANCASTER",,6512677.4632128458,2067915.7981364247,"916-06360-1126","1126","06360","CA0190024","LANCASTER","N"
17706791,"2016-04-17 10:25:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11700 IMPERIAL HWY, NORWALK, CA 90650","11700 IMPERIAL HWY","NORWALK","90650",6536391.5917910431,1792225.4466355958,"916-05241-0451","0451","05241","CA0190004","NORWALK","N"
17704122,"2016-04-14 16:57:08","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1100 RANCHO VISTA BLVD, PALMDALE, CA 93551","1100 RANCHO VISTA BLVD","PALMDALE","93551",6516227.939009334,2041436.0030413044,"916-05295-2618","2618","05295","CA01900W9","PALMDALE","N"
17702781,"2016-04-13 20:32:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","100 E COMPTON BLVD, COMPTON, CA 90220","100 E COMPTON BLVD","COMPTON","90220",6494220.7779445462,1784063.6467618684,"916-04428-2840","2840","04428","CA0190042","COMPTON","N"
17700248,"2016-04-11 15:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","100 E COMPTON BLVD, COMPTON, CA","100 E COMPTON BLVD","COMPTON",,6493900.2797913887,1784146.6448609428,"916-04331-2840","2840","04331","CA0190042","COMPTON","N"
17700063,"2016-04-11 10:55:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3700 WILSHIRE BLVD, LOS ANGELES, CA 90010","3700 WILSHIRE BLVD","LOS ANGELES","90010",6468210.2209511818,1844997.8066741081,"916-01795-6410","6410","01795","CA0190031","TRANSIT SERV BUR","N"
17699667,"2016-04-11 02:20:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2600 CARSON ST, LAKEWOOD, CA 90712","2600 CARSON ST","LAKEWOOD","90712",6512961.5050838832,1761524.7902295876,"916-07821-1323","1323","07821","CA0190013","LAKEWOOD","N"
17699424,"2016-04-10 17:46:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1800 IMPERIAL HWY, LOS ANGELES, CA","1800 IMPERIAL HWY","LOS ANGELES",,6467344.6446430441,1797323.6887510309,"916-03163-0376","0376","03163","CA0190003","SOUTH LOS ANGELES","N"
