"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","X_COORDINATE","Y_COORDINATE","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
17720349,"2016-04-28 14:57:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","2200 BRODERICK AVE, DUARTE, CA 91010","2200 BRODERICK AVE","DUARTE","91010",6564065.1891043289,1867454.9932252346,"016-04890-0583","0583","04890","CA0190005","TEMPLE","N"
17724080,"2016-04-28 08:15:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","3800 IMPERIAL HWY, LYNWOOD, CA 90262","3800 IMPERIAL HWY","LYNWOOD","90262",6502396.2200051099,1797689.5786162931,"016-06715-2113","2113","06715","CA01900V3","CENTURY","N"
17719707,"2016-04-28 04:02:18","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1700 109TH PL, LOS ANGELES, CA 90044","1700 109TH PL","LOS ANGELES","90044",6468665.1769474233,1799512.9882076967,"016-03799-0374","0374","03799","CA0190003","SOUTH LOS ANGELES","N"
17719421,"2016-04-27 18:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","3100 E AVENUE H-8, LANCASTER, CA","3100 E AVENUE H-8","LANCASTER",,6539320.0639817277,2081192.581296768,"016-06942-1136","1136","06942","CA0190024","LANCASTER","N"
17718921,"2016-04-27 11:25:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","8600 WASHINGTON BLVD, PICO RIVERA, CA 90660","8600 WASHINGTON BLVD","PICO RIVERA","90660",6530814.2832259219,1817030.1705015313,"016-03203-1520","1520","03203","CA0190015","PICO RIVERA","N"
17718499,"2016-04-27 00:23:37","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","7800 TELEGRAPH RD, COMMERCE, CA 90040","7800 TELEGRAPH RD","COMMERCE","90040",6524447.8335971292,1812763.1794298531,"016-06042-0247","0247","06042","CA0190002","EAST LOS ANGELES","N"
17718086,"2016-04-26 14:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","27400 FAIRPORT AVE, CANYON COUNTRY, CA 91351","27400 FAIRPORT AVE","CANYON COUNTRY","91351",6417589.2441898929,1975691.1224172076,"016-05282-0612","0612","05282","CA0190006","SANTA CLARITA VALLEY","N"
17717223,"2016-04-25 16:40:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1300 E AVENUE I, LANCASTER, CA","1300 E AVENUE I","LANCASTER",,6529819.2792026699,2080228.8206543666,"016-06803-1131","1131","06803","CA0190024","LANCASTER","N"
17716842,"2016-04-25 10:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","400 E DESFORD ST, CARSON, CA 90745","400 E DESFORD ST","CARSON","90745",6479747.457003491,1761954.8750004394,"016-04442-1618","1618","04442","CA0190016","CARSON","N"
17716604,"2016-04-25 04:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","15400 GALE AVE, HACIENDA HEIGHTS, CA 91745","15400 GALE AVE","HACIENDA HEIGHTS","91745",6570400.8785324153,1827153.6996271047,"016-05127-1476","1476","05127","CA0190014","INDUSTRY","N"
17716323,"2016-04-24 17:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","600 FOXPARK DR, CLAREMONT, CA 91711","600 FOXPARK DR","CLAREMONT","91711",6640598.0043918472,1860459.2456938904,"016-02093-0876","0876","02093","CA0190008","SAN DIMAS","N"
17716341,"2016-04-24 17:25:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","2800 PALOS VERDES DR N, ROLLING HILLS ESTATES, CA","2800 PALOS VERDES DR N","ROLLING HILLS ESTATES",,6459723.1542680841,1739625.9926964014,"016-01515-1721","1721","01515","CA0190017","LOMITA","N"
17715760,"2016-04-23 22:27:32","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","11700 S ALAMEDA ST, LYNWOOD, CA 90262","11700 S ALAMEDA ST","LYNWOOD","90262",6493000.9658526797,1796164.7165251635,"016-00952-5700","5700","00952","CA0190053","CRDF","N"
17715776,"2016-04-23 21:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","500 GIANO AVE, EAST VALINDA, CA","500 GIANO AVE","EAST VALINDA",,6589297.25773161,1825862.9213022806,"016-05072-1443","1443","05072","CA0190014","INDUSTRY","N"
17715716,"2016-04-23 20:10:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1400 CAMPER VIEW RD, SAN DIMAS, CA 91773","1400 CAMPER VIEW RD","SAN DIMAS","91773",6625165.333555,1852370.468311,"016-02084-0822","0822","02084","CA0190008","SAN DIMAS","N"
17715619,"2016-04-23 18:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","21800 ARLINE AVE, HAWAIIAN GARDENS, CA","21800 ARLINE AVE","HAWAIIAN GARDENS",,6537187.5586249158,1760635.5141882333,"016-08806-1351","1351","08806","CA0190013","LAKEWOOD","N"
17715407,"2016-04-23 11:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","200 E 213TH ST, CARSON, CA 90745","200 E 213TH ST","CARSON","90745",6478890.0980730467,1762494.5599996934,"016-04381-1618","1618","04381","CA0190016","CARSON","N"
17715048,"2016-04-23 06:43:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","12600 S BROADWAY, LOS ANGELES, CA","12600 S BROADWAY","LOS ANGELES",,6477131.9620527532,1793296.5455806139,"016-06197-2198","2198","06197","CA01900V3","CENTURY","N"
17715009,"2016-04-23 02:10:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","PAINTER AVE & WALBURE ST, WHITTIER, CA","PAINTER AVE & WALBURE ST","WHITTIER",,6547591.5,1803763.5,"016-05563-0491","0491","05563","CA0190004","NORWALK","N"
17714872,"2016-04-22 22:21:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","700 S KERN AVE, LOS ANGELES, CA 90022","700 S KERN AVE","LOS ANGELES","90022",6511563.9037263896,1831045.8044555001,"016-05859-0284","0284","05859","CA0190002","EAST LOS ANGELES","N"
17714790,"2016-04-22 20:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","500 GIANO AVE, EAST VALINDA, CA","500 GIANO AVE","EAST VALINDA",,6589281.857215194,1825711.9513260697,"016-05020-1443","1443","05020","CA0190014","INDUSTRY","N"
17714631,"2016-04-22 15:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","5400 GIFFORD AVE, MAYWOOD, CA","5400 GIFFORD AVE","MAYWOOD",,6503639.1126995459,1819740.6682931194,"016-05849-0250","0250","05849","CA0190002","EAST LOS ANGELES","N"
17714241,"2016-04-22 11:13:52","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","100 WELLS FARGO LN, CARSON, CA 90745","100 WELLS FARGO LN","CARSON","90745",6481609.572029667,1754747.8620552162,"016-04308-1627","1627","04308","CA0190016","CARSON","N"
17713980,"2016-04-22 00:25:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","2000 E 92ND ST, LOS ANGELES, CA 90002","2000 E 92ND ST","LOS ANGELES","90002",6490246.3966847658,1805521.4319571066,"016-06131-2177","2177","06131","CA01900V3","CENTURY","N"
17713929,"2016-04-22 00:16:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","300 E AVENUE R-6, PALMDALE, CA 93550","300 E AVENUE R-6","PALMDALE","93550",6524431.4667204255,2028681.9719724143,"016-05702-2611","2611","05702","CA01900W9","PALMDALE","N"
17713868,"2016-04-21 22:58:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","JOELLA ST & PARK ROSE AVE, DUARTE, CA 91010","JOELLA ST & PARK ROSE AVE","DUARTE","91010",6565289.1068842467,1867537.1104720084,"016-04633-0540","0540","04633","CA0190005","TEMPLE","N"
17713843,"2016-04-21 21:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1700 LOS PADRES DR, ROWLAND HEIGHTS, CA 91748","1700 LOS PADRES DR","ROWLAND HEIGHTS","91748",6592148.592230021,1817771.3688421836,"016-02845-2932","2932","02845","CA0190020","WALNUT","N"
17713742,"2016-04-21 18:40:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","38600 ROMA CT, PALMDALE, CA 93550","38600 ROMA CT","PALMDALE","93550",6543278.3165521994,2035017.3279381481,"016-05687-2608","2608","05687","CA01900W9","PALMDALE","N"
17713698,"2016-04-21 18:40:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","EASTERN AVE & LOTTA DR, LOS ANGELES, CA 90063","EASTERN AVE & LOTTA DR","LOS ANGELES","90063",6509287.2717525326,1841884.900565862,"016-05809-0273","0273","05809","CA0190002","EAST LOS ANGELES","N"
17716333,"2016-04-21 08:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","38200 9TH ST E, PALMDALE, CA","38200 9TH ST E","PALMDALE",,6527301.003811758,2032370.0208594592,"016-05844-2610","2610","05844","CA01900W9","PALMDALE","N"
17715474,"2016-04-20 13:07:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","4400 EXPOSITION BLVD, LOS ANGELES, CA 90016","4400 EXPOSITION BLVD","LOS ANGELES","90016",6457301.1100437855,1831161.1696199907,"016-02053-6617","6617","02053","CA0190031","TRANSIT SERV BUR","N"
17712504,"2016-04-20 13:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","HOLMES AVE & SLAUSON AVE, LOS ANGELES, CA 90001","HOLMES AVE & SLAUSON AVE","LOS ANGELES","90001",6488562.3184326654,1818673.411428449,"016-06049-2171","2171","06049","CA01900V3","CENTURY","N"
17712220,"2016-04-20 11:16:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","600 FRANCINE CT, BASSETT, CA 91746","600 FRANCINE CT","BASSETT","91746",6561533.5701433504,1836486.1267501272,"016-04908-1461","1461","04908","CA0190014","INDUSTRY","N"
17710824,"2016-04-20 02:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","5200 POMONA BLVD, LOS ANGELES, CA","5200 POMONA BLVD","LOS ANGELES",,6515734.1016349103,1834485.7677599788,"016-05706-0282","0282","05706","CA0190002","EAST LOS ANGELES","N"
17709406,"2016-04-19 15:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","18700 VIKINGS WAY, CERRITOS, CA 90703","18700 VIKINGS WAY","CERRITOS","90703",6547095.9977275841,1772128.2533450779,"016-01695-2316","2316","01695","CA01900R7","CERRITOS","N"
17708433,"2016-04-19 09:26:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","43400 30TH ST W, LANCASTER, CA","43400 30TH ST W","LANCASTER",,6506004.1329445262,2066983.8933567461,"016-06378-1192","1192","06378","CA0190024","LANCASTER","N"
17708369,"2016-04-19 07:57:30","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","8500 ELBURG ST, PARAMOUNT, CA 90723","8500 ELBURG ST","PARAMOUNT","90723",6516455.6937502893,1787657.8401073413,"016-08461-1365","1365","08461","CA0190013","LAKEWOOD","N"
17712582,"2016-04-18 22:24:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1100 VALENCIA AVE, HACIENDA HEIGHTS, CA","1100 VALENCIA AVE","HACIENDA HEIGHTS",,6568242.6965744384,1827608.9097654361,"016-04926-1478","1478","04926","CA0190014","INDUSTRY","N"
17707272,"2016-04-18 02:45:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","5TH ST E & E PALMDALE BLVD, PALMDALE, CA 93550","5TH ST E & E PALMDALE BLVD","PALMDALE","93550",6525335.363263512,2033369.4608362389,"016-05487-2611","2611","05487","CA01900W9","PALMDALE","N"
17707243,"2016-04-18 01:20:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1200 65TH ST, LOS ANGELES, CA 90001","1200 65TH ST","LOS ANGELES","90001",6484721.1364649842,1815448.1298249289,"016-05897-2170","2170","05897","CA01900V3","CENTURY","N"
17707022,"2016-04-17 17:10:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","10600 LONG BEACH BLVD, LYNWOOD, CA 90262","10600 LONG BEACH BLVD","LYNWOOD","90262",6496773.2553159604,1799546.9707266977,"016-05876-2111","2111","05876","CA01900V3","CENTURY","N"
17705518,"2016-04-15 20:03:02","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","11700 S ALAMEDA ST, LYNWOOD, CA 90262","11700 S ALAMEDA ST","LYNWOOD","90262",6493000.9658526797,1796164.7165251635,"016-00889-5700","5700","00889","CA0190053","CRDF","N"
17697121,"2016-04-07 21:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","10900 CONDON AVE, LENNOX, CA 90304","10900 CONDON AVE","LENNOX","90304",6452749.5698622866,1799561.7922775599,"016-03076-0380","0380","03076","CA0190003","SOUTH LOS ANGELES","N"
17695111,"2016-04-06 10:42:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","400 BAUCHET ST, LOS ANGELES, CA 90012","400 BAUCHET ST","LOS ANGELES","90012",6491680.1146679176,1843985.3207699372,"016-01315-5800","5800","01315","CA01900U2","TTCF","N"
17707219,"2016-04-17 23:34:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","900 W LANCASTER BLVD, LANCASTER, CA","900 W LANCASTER BLVD","LANCASTER",,6517261.1074125934,2076039.4174252227,"016-06309-1122","1122","06309","CA0190024","LANCASTER","N"
17707158,"2016-04-17 21:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1200 W AVENUE H-15, LANCASTER, CA","1200 W AVENUE H-15","LANCASTER",,6515641.98436129,2079068.9501217529,"016-06306-1121","1121","06306","CA0190024","LANCASTER","N"
17705782,"2016-04-16 22:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","89TH ST & JUNIPER ST, LOS ANGELES, CA 90001","89TH ST & JUNIPER ST","LOS ANGELES","90001",6491064.8976939442,1806309.0719025393,"016-05800-2177","2177","05800","CA01900V3","CENTURY","N"
17706463,"2016-04-16 21:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","5000 W 123RD ST, HAWTHORNE, CA","5000 W 123RD ST","HAWTHORNE",,6450417.7213208545,1793778.4395125229,"016-03381-0384","0384","03381","CA0190003","SOUTH LOS ANGELES","N"
17705515,"2016-04-15 19:55:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","700 W AVENUE K-4, LANCASTER, CA","700 W AVENUE K-4","LANCASTER",,6526771.1951107578,2066635.0917357258,"016-06180-1124","1124","06180","CA0190024","LANCASTER","N"
17705118,"2016-04-15 12:17:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","8000 1ST ST, PARAMOUNT, CA 90723","8000 1ST ST","PARAMOUNT","90723",6513500.5760572469,1785086.1684647463,"016-08190-1365","1365","08190","CA0190013","LAKEWOOD","N"
17706603,"2016-04-14 21:15:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","5TH ST E & NUGENT, LANCASTER, CA","5TH ST E & NUGENT","LANCASTER",,6525145.5187150128,2074777.8387120201,"016-06268-1132","1132","06268","CA0190024","LANCASTER","N"
17703057,"2016-04-14 03:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","15600 S FRAILEY AVE, COMPTON, CA","15600 S FRAILEY AVE","COMPTON",,6503787.207169625,1782751.1049145092,"016-04438-2852","2852","04438","CA0190042","COMPTON","N"
17705774,"2016-04-13 20:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","13500 FIDLER AVE, BELLFLOWER, CA 90706","13500 FIDLER AVE","BELLFLOWER","90706",6521718.1992467791,1789074.9121942697,"016-08239-1331","1331","08239","CA0190013","LAKEWOOD","N"
17707097,"2016-04-13 19:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","21100 S DOLORES ST, CARSON, CA 90745","21100 S DOLORES ST","CARSON","90745",6478933.4920097506,1763318.3070637616,"016-04142-1618","1618","04142","CA0190016","CARSON","N"
17702973,"2016-04-13 16:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","37700 55TH ST E, PALMDALE, CA","37700 55TH ST E","PALMDALE",,6552147.677714,2028983.593654,"016-05266-2607","2607","05266","CA01900W9","PALMDALE","N"
17702619,"2016-04-13 13:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","4400 IRWINDALE AVE, IRWINDALE, CA","4400 IRWINDALE AVE","IRWINDALE",,6581581.750107,1856336.801899,"016-01891-0865","0865","01891","CA0190008","SAN DIMAS","N"
17701637,"2016-04-12 23:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","45300 GADSDEN AVE, LANCASTER, CA","45300 GADSDEN AVE","LANCASTER",,6517803.5689963354,2079753.5551373886,"016-06030-1121","1121","06030","CA0190024","LANCASTER","N"
17701426,"2016-04-12 17:50:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","400 BAUCHET ST, LOS ANGELES, CA","400 BAUCHET ST","LOS ANGELES",,6491680.1146679176,1843985.3207699372,"016-01412-5800","5800","01412","CA01900U2","TTCF","N"
17701208,"2016-04-12 14:10:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","6000 E AVENUE T-2, PALMDALE, CA 93552","6000 E AVENUE T-2","PALMDALE","93552",6555233.6564619699,2019393.3577193362,"016-05169-2607","2607","05169","CA01900W9","PALMDALE","N"
17701221,"2016-04-12 13:12:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","400 BAUCHET ST, LOS ANGELES, CA 90012","400 BAUCHET ST","LOS ANGELES","90012",6491680.1146679176,1843985.3207699372,"016-01410-5800","5800","01410","CA01900U2","TTCF","N"
17701773,"2016-04-12 12:10:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","PARKING LOT 7/ROW-B & WINNETKA AVE, WOODLAND HILLS, CA 91371","PARKING LOT 7/ROW-B & WINNETKA AVE","WOODLAND HILLS","91371",6388922.2479200456,1889409.5012190498,"016-00314-8756","8756","00314","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
17700814,"2016-04-11 18:37:30","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","100 E TICHENOR ST, COMPTON, CA 90220","100 E TICHENOR ST","COMPTON","90220",6494090.1287557939,1780725.1986249245,"016-04361-2841","2841","04361","CA0190042","COMPTON","N"
17700213,"2016-04-11 15:20:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069","8700 SANTA MONICA BLVD","WEST HOLLYWOOD","90069",6446072.5329021756,1854151.6270679557,"016-02078-0977","0977","02078","CA0190009","WEST HOLLYWOOD","N"
17700160,"2016-04-11 14:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","15200 HAWTHORNE BLVD, LAWNDALE, CA","15200 HAWTHORNE BLVD","LAWNDALE",,6454569.0077614682,1783737.1530917147,"016-03193-0332","0332","03193","CA0190003","SOUTH LOS ANGELES","N"
17699613,"2016-04-11 00:40:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","28300 SAND CYN E, CANYON COUNTRY, CA","28300 SAND CYN E","CANYON COUNTRY",,6433570.4410581486,1976655.2777701491,"016-04547-0631","0631","04547","CA0190006","SANTA CLARITA VALLEY","N"
17699511,"2016-04-10 20:45:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","6200 MAKEE AVE, LOS ANGELES, CA 90001","6200 MAKEE AVE","LOS ANGELES","90001",6486980.01724815,1816334.3978997541,"016-05466-2171","2171","05466","CA01900V3","CENTURY","N"
17699387,"2016-04-10 17:25:41","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","BAUCHET ST & DORM 9200, LOS ANGELES, CA 90012","BAUCHET ST & DORM 9200","LOS ANGELES","90012",6491552.3441439653,1844031.9510564948,"016-00697-5100","5100","00697","CA0190058","MCJ","N"
17699311,"2016-04-10 14:08:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","400 W PALMDALE BLVD, PALMDALE, CA","400 W PALMDALE BLVD","PALMDALE",,6520373.5973760728,2034228.478507817,"016-05059-2611","2611","05059","CA01900W9","PALMDALE","N"
17699263,"2016-04-10 12:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","CHALLENGER WAY & LANCASTER BLVD, LANCASTER, CA","CHALLENGER WAY & LANCASTER BLVD","LANCASTER",,6527811.0198359517,2075998.999547174,"016-05910-1132","1132","05910","CA0190024","LANCASTER","N"
17699014,"2016-04-10 02:30:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","8900 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069","8900 SANTA MONICA BLVD","WEST HOLLYWOOD","90069",6445183.8756642668,1853578.316901305,"016-02045-0977","0977","02045","CA0190009","WEST HOLLYWOOD","N"
17698856,"2016-04-09 18:45:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","165TH ST E & PEARBLOSSOM HWY, LLANO, CA","165TH ST E & PEARBLOSSOM HWY","LLANO",,6611260.3640982369,2006586.3344659326,"016-05034-2660","2660","05034","CA01900W9","PALMDALE","N"
17698828,"2016-04-09 17:45:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1300 W AVENUE H-7, LANCASTER, CA","1300 W AVENUE H-7","LANCASTER",,6514920.1404478075,2081579.030136883,"016-05885-1125","1125","05885","CA0190024","LANCASTER","N"
17698729,"2016-04-09 17:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","38600 4TH ST E, PALMDALE, CA","38600 4TH ST E","PALMDALE",,6524661.687440428,2035124.8250476313,"016-05025-2611","2611","05025","CA01900W9","PALMDALE","N"
17698453,"2016-04-09 09:31:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1000 GLENSHAW DR, WEST VALINDA, CA","1000 GLENSHAW DR","WEST VALINDA",,6574247.5028789518,1838445.667226152,"016-04392-1421","1421","04392","CA0190014","INDUSTRY","N"
17697880,"2016-04-08 16:20:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","2500 CALIFORNIA ST, HUNTINGTON PARK, CA 90255","2500 CALIFORNIA ST","HUNTINGTON PARK","90255",6492833.3262607502,1812540.0344089849,"016-05375-2178","2178","05375","CA01900V3","CENTURY","N"
17698235,"2016-04-08 08:00:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","44600 YUCCA AVE, LANCASTER, CA","44600 YUCCA AVE","LANCASTER",,6521288.9420181019,2074958.2166974791,"016-05842-1132","1132","05842","CA0190024","LANCASTER","N"
17696825,"2016-04-07 16:20:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","43200 SIERRA HWY, LANCASTER, CA","43200 SIERRA HWY","LANCASTER",,6521773.1865082188,2065823.4171476141,"016-05755-1124","1124","05755","CA0190024","LANCASTER","N"
17696806,"2016-04-07 15:57:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","800 W AVENUE H-8, LANCASTER, CA 93535","800 W AVENUE H-8","LANCASTER","93535",6517871.2958807228,2081011.0212537041,"016-05753-1121","1121","05753","CA0190024","LANCASTER","N"
17696745,"2016-04-07 14:40:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","16100 S ATLANTIC AVE, COMPTON, CA 90220","16100 S ATLANTIC AVE","COMPTON","90220",6503589.8518996052,1781197.6263092267,"016-04156-2847","2847","04156","CA0190042","COMPTON","N"
17695774,"2016-04-06 19:20:00","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384",6376754.8803967321,1987000.8519905568,"016-00142-5610","5610","00142","CA0190082","PDC-SOUTH","N"
